C_SU_SETID,Q
C_SU_FORMS
C_SU_ID,%.20g,%.20g,%.20g,%.20g,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f
Q,128,145,8,5,175.00,200.00,339709.49,5539723.88,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,129,165,9,5,200.00,200.00,339721.99,5539702.22,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,130,185,10,5,225.00,200.00,339734.48,5539680.57,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,131,205,11,5,250.00,200.00,339746.97,5539658.91,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,132,225,12,5,275.00,200.00,339759.47,5539637.26,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,133,245,13,5,300.00,200.00,339771.96,5539615.60,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,134,265,14,5,325.00,200.00,339784.45,5539593.95,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,135,285,15,5,350.00,200.00,339796.95,5539572.29,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,136,305,16,5,375.00,200.00,339809.44,5539550.64,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,137,325,17,5,400.00,200.00,339821.93,5539528.98,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,138,345,18,5,425.00,200.00,339834.43,5539507.33,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,139,365,19,5,450.00,200.00,339846.92,5539485.67,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,140,385,20,5,475.00,200.00,339859.41,5539464.02,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,141,405,21,5,500.00,200.00,339871.90,5539442.37,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,142,425,22,5,525.00,200.00,339884.40,5539420.71,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,143,445,23,5,550.00,200.00,339896.89,5539399.06,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,144,465,24,5,575.00,200.00,339909.38,5539377.40,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,145,485,25,5,600.00,200.00,339921.88,5539355.75,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,146,505,26,5,625.00,200.00,339934.37,5539334.09,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,147,525,27,5,650.00,200.00,339946.86,5539312.44,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,148,545,28,5,675.00,200.00,339959.36,5539290.78,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,149,565,29,5,700.00,200.00,339971.85,5539269.13,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,150,585,30,5,725.00,200.00,339984.34,5539247.47,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,151,6,1,6,0.00,250.00,339665.35,5539900.44,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,152,26,2,6,25.00,250.00,339677.85,5539878.79,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,153,46,3,6,50.00,250.00,339690.34,5539857.13,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,154,66,4,6,75.00,250.00,339702.83,5539835.48,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,155,86,5,6,100.00,250.00,339715.32,5539813.83,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,156,106,6,6,125.00,250.00,339727.82,5539792.17,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,157,126,7,6,150.00,250.00,339740.31,5539770.52,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,158,146,8,6,175.00,250.00,339752.80,5539748.86,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,159,166,9,6,200.00,250.00,339765.30,5539727.21,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,160,186,10,6,225.00,250.00,339777.79,5539705.55,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,161,206,11,6,250.00,250.00,339790.28,5539683.90,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,162,226,12,6,275.00,250.00,339802.78,5539662.24,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,163,246,13,6,300.00,250.00,339815.27,5539640.59,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,164,266,14,6,325.00,250.00,339827.76,5539618.93,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,165,286,15,6,350.00,250.00,339840.26,5539597.28,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,166,306,16,6,375.00,250.00,339852.75,5539575.62,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,167,326,17,6,400.00,250.00,339865.24,5539553.97,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,168,346,18,6,425.00,250.00,339877.73,5539532.32,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,169,366,19,6,450.00,250.00,339890.23,5539510.66,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,170,386,20,6,475.00,250.00,339902.72,5539489.01,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,171,406,21,6,500.00,250.00,339915.21,5539467.35,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,172,426,22,6,525.00,250.00,339927.71,5539445.70,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,173,446,23,6,550.00,250.00,339940.20,5539424.04,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,174,466,24,6,575.00,250.00,339952.69,5539402.39,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,175,486,25,6,600.00,250.00,339965.19,5539380.73,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,176,506,26,6,625.00,250.00,339977.68,5539359.08,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,177,526,27,6,650.00,250.00,339990.17,5539337.42,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,178,546,28,6,675.00,250.00,340002.67,5539315.77,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,179,566,29,6,700.00,250.00,340015.16,5539294.11,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,180,586,30,6,725.00,250.00,340027.65,5539272.46,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,181,7,1,7,0.00,300.00,339708.66,5539925.43,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,182,27,2,7,25.00,300.00,339721.16,5539903.78,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,183,47,3,7,50.00,300.00,339733.65,5539882.12,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,184,67,4,7,75.00,300.00,339746.14,5539860.47,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,185,87,5,7,100.00,300.00,339758.63,5539838.81,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,186,107,6,7,125.00,300.00,339771.13,5539817.16,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,187,127,7,7,150.00,300.00,339783.62,5539795.50,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,188,147,8,7,175.00,300.00,339796.11,5539773.85,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,189,167,9,7,200.00,300.00,339808.61,5539752.19,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,190,187,10,7,225.00,300.00,339821.10,5539730.54,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,191,207,11,7,250.00,300.00,339833.59,5539708.88,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,192,227,12,7,275.00,300.00,339846.09,5539687.23,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,193,247,13,7,300.00,300.00,339858.58,5539665.57,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,194,267,14,7,325.00,300.00,339871.07,5539643.92,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,195,287,15,7,350.00,300.00,339883.56,5539622.27,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,196,307,16,7,375.00,300.00,339896.06,5539600.61,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,197,327,17,7,400.00,300.00,339908.55,5539578.96,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,198,347,18,7,425.00,300.00,339921.04,5539557.30,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,199,367,19,7,450.00,300.00,339933.54,5539535.65,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,200,387,20,7,475.00,300.00,339946.03,5539513.99,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,201,407,21,7,500.00,300.00,339958.52,5539492.34,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,202,427,22,7,525.00,300.00,339971.02,5539470.68,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,203,447,23,7,550.00,300.00,339983.51,5539449.03,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,204,467,24,7,575.00,300.00,339996.00,5539427.37,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,205,487,25,7,600.00,300.00,340008.50,5539405.72,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,206,507,26,7,625.00,300.00,340020.99,5539384.06,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,207,527,27,7,650.00,300.00,340033.48,5539362.41,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,208,547,28,7,675.00,300.00,340045.97,5539340.75,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,209,567,29,7,700.00,300.00,340058.47,5539319.10,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,210,587,30,7,725.00,300.00,340070.96,5539297.45,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,211,8,1,8,0.00,350.00,339751.97,5539950.42,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,212,28,2,8,25.00,350.00,339764.46,5539928.76,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,213,48,3,8,50.00,350.00,339776.96,5539907.11,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,214,68,4,8,75.00,350.00,339789.45,5539885.45,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,215,88,5,8,100.00,350.00,339801.94,5539863.80,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,216,108,6,8,125.00,350.00,339814.44,5539842.14,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,217,128,7,8,150.00,350.00,339826.93,5539820.49,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,218,148,8,8,175.00,350.00,339839.42,5539798.83,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,219,168,9,8,200.00,350.00,339851.92,5539777.18,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,220,188,10,8,225.00,350.00,339864.41,5539755.52,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,221,208,11,8,250.00,350.00,339876.90,5539733.87,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,222,228,12,8,275.00,350.00,339889.39,5539712.22,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,223,248,13,8,300.00,350.00,339901.89,5539690.56,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,224,268,14,8,325.00,350.00,339914.38,5539668.91,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,225,288,15,8,350.00,350.00,339926.87,5539647.25,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,226,308,16,8,375.00,350.00,339939.37,5539625.60,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,227,328,17,8,400.00,350.00,339951.86,5539603.94,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,228,348,18,8,425.00,350.00,339964.35,5539582.29,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,229,368,19,8,450.00,350.00,339976.85,5539560.63,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,230,388,20,8,475.00,350.00,339989.34,5539538.98,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,231,408,21,8,500.00,350.00,340001.83,5539517.32,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,232,428,22,8,525.00,350.00,340014.33,5539495.67,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,233,448,23,8,550.00,350.00,340026.82,5539474.01,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,234,468,24,8,575.00,350.00,340039.31,5539452.36,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,235,488,25,8,600.00,350.00,340051.80,5539430.70,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,236,508,26,8,625.00,350.00,340064.30,5539409.05,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,237,528,27,8,650.00,350.00,340076.79,5539387.40,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,238,548,28,8,675.00,350.00,340089.28,5539365.74,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,239,568,29,8,700.00,350.00,340101.78,5539344.09,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,240,588,30,8,725.00,350.00,340114.27,5539322.43,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,241,9,1,9,0.00,400.00,339795.28,5539975.40,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,242,29,2,9,25.00,400.00,339807.77,5539953.75,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,243,49,3,9,50.00,400.00,339820.27,5539932.09,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,244,69,4,9,75.00,400.00,339832.76,5539910.44,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,245,89,5,9,100.00,400.00,339845.25,5539888.78,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,246,109,6,9,125.00,400.00,339857.75,5539867.13,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,247,129,7,9,150.00,400.00,339870.24,5539845.47,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,248,149,8,9,175.00,400.00,339882.73,5539823.82,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,249,169,9,9,200.00,400.00,339895.23,5539802.17,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,250,189,10,9,225.00,400.00,339907.72,5539780.51,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,251,209,11,9,250.00,400.00,339920.21,5539758.86,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,252,229,12,9,275.00,400.00,339932.70,5539737.20,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,253,249,13,9,300.00,400.00,339945.20,5539715.55,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,254,269,14,9,325.00,400.00,339957.69,5539693.89,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,255,289,15,9,350.00,400.00,339970.18,5539672.24,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,256,309,16,9,375.00,400.00,339982.68,5539650.58,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,257,329,17,9,400.00,400.00,339995.17,5539628.93,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
