C_SU_SETID,Q
C_SU_FORMS
C_SU_ID,%.20g,%.20g,%.20g,%.20g,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f
Q,679,1685,74,6,1825.00,250.00,339928.54,5539244.14,67.90,1800.00,2677.16,3488.80,3708.21,3910.62,4144.58,4421.41,4697.62,4973.24,4987.26,5000.00
Q,680,1708,75,6,1850.00,250.00,339941.03,5539222.49,68.00,1800.00,2679.65,3493.10,3708.69,3909.65,4144.33,4422.43,4699.99,4977.04,4989.07,5000.00
Q,681,1731,76,6,1875.00,250.00,339953.53,5539200.83,68.10,1800.00,2682.15,3497.41,3709.16,3908.68,4144.09,4423.46,4702.36,4980.85,4990.89,5000.00
Q,682,1754,77,6,1900.00,250.00,339966.02,5539179.18,68.20,1800.00,2684.65,3501.74,3709.64,3907.72,4143.84,4424.48,4704.74,4984.66,4992.71,5000.00
Q,683,1777,78,6,1925.00,250.00,339978.51,5539157.52,68.30,1800.00,2687.16,3506.09,3710.11,3906.75,4143.60,4425.50,4707.12,4988.48,4994.53,5000.00
Q,684,1800,79,6,1950.00,250.00,339991.01,5539135.87,68.40,1800.00,2689.68,3510.46,3710.59,3905.78,4143.35,4426.52,4709.50,4992.31,4996.35,5000.00
Q,685,1823,80,6,1975.00,250.00,340003.50,5539114.21,68.50,1800.00,2692.20,3514.83,3711.06,3904.81,4143.10,4427.55,4711.89,4996.15,4998.17,5000.00
Q,686,1846,81,6,2000.00,250.00,340015.99,5539092.56,68.60,1800.00,2694.74,3519.23,3711.54,3903.85,4142.86,4428.57,4714.29,5000.00,5000.00,5000.00
Q,687,1869,82,6,2025.00,250.00,340028.48,5539070.90,68.70,1808.74,2697.09,3515.70,3727.99,3932.20,4174.84,4458.27,4740.82,5022.43,5022.43,5022.43
Q,688,1892,83,6,2050.00,250.00,340040.98,5539049.25,68.80,1817.61,2699.44,3512.18,3744.66,3961.18,4207.57,4488.57,4767.80,5045.16,5045.16,5045.16
Q,689,1915,84,6,2075.00,250.00,340053.47,5539027.60,68.90,1826.61,2701.80,3508.66,3761.56,3990.81,4241.08,4519.49,4795.25,5068.21,5068.21,5068.21
Q,690,1938,85,6,2100.00,250.00,340065.96,5539005.94,69.00,1835.75,2704.17,3505.16,3778.69,4021.12,4275.41,4551.07,4823.18,5091.58,5091.58,5091.58
Q,691,1961,86,6,2125.00,250.00,340078.46,5538984.29,69.10,1845.02,2706.54,3501.67,3796.06,4052.12,4310.58,4583.32,4851.60,5115.27,5115.27,5115.27
Q,692,1984,87,6,2150.00,250.00,340090.95,5538962.63,69.20,1854.44,2708.92,3498.19,3813.66,4083.86,4346.64,4616.26,4880.53,5139.29,5139.29,5139.29
Q,693,2007,88,6,2175.00,250.00,340103.44,5538940.98,69.30,1864.00,2711.31,3494.72,3831.52,4116.35,4383.62,4649.92,4909.98,5163.66,5163.66,5163.66
Q,694,2030,89,6,2200.00,250.00,340115.94,5538919.32,69.40,1873.71,2713.70,3491.26,3849.62,4149.63,4421.55,4684.33,4939.98,5188.38,5188.38,5188.38
Q,695,2053,90,6,2225.00,250.00,340128.43,5538897.67,69.50,1883.58,2716.10,3487.81,3867.99,4183.73,4460.49,4719.52,4970.53,5213.45,5213.45,5213.45
Q,696,2076,91,6,2250.00,250.00,340140.92,5538876.01,69.60,1893.60,2718.50,3484.37,3886.62,4218.69,4500.48,4755.51,5001.65,5238.89,5238.89,5238.89
Q,697,2099,92,6,2275.00,250.00,340153.41,5538854.36,69.70,1903.79,2720.92,3480.94,3905.53,4254.54,4541.56,4792.33,5033.37,5264.71,5264.71,5264.71
Q,698,2122,93,6,2300.00,250.00,340165.91,5538832.70,69.80,1914.14,2723.33,3477.52,3924.71,4291.31,4583.79,4830.03,5065.70,5290.91,5290.91,5290.91
Q,699,2145,94,6,2325.00,250.00,340178.40,5538811.05,69.90,1924.66,2725.76,3474.11,3944.18,4329.06,4627.22,4868.63,5098.65,5317.51,5317.51,5317.51
Q,700,2168,95,6,2350.00,250.00,340190.89,5538789.39,70.00,1935.36,2728.19,3470.71,3963.94,4367.82,4671.91,4908.17,5132.26,5344.52,5344.52,5344.52
Q,701,2191,96,6,2375.00,250.00,340203.39,5538767.74,70.10,1946.23,2730.63,3467.33,3984.00,4407.64,4717.91,4948.69,5166.55,5371.94,5371.94,5371.94
Q,702,2214,97,6,2400.00,250.00,340215.88,5538746.09,70.20,1957.30,2733.07,3463.95,4004.37,4448.57,4765.31,4990.23,5201.53,5399.78,5399.78,5399.78
Q,703,2237,98,6,2425.00,250.00,340228.37,5538724.43,70.30,1968.55,2735.52,3460.58,4025.05,4490.67,4814.16,5032.83,5237.23,5428.07,5428.07,5428.07
Q,704,2260,99,6,2450.00,250.00,340240.87,5538702.78,70.40,1980.00,2737.98,3457.22,4046.06,4533.98,4864.54,5076.54,5273.68,5456.80,5456.80,5456.80
Q,705,2283,100,6,2475.00,250.00,340253.36,5538681.12,70.50,1991.65,2740.44,3453.87,4067.40,4578.57,4916.54,5121.41,5310.89,5485.99,5485.99,5485.99
Q,706,2306,101,6,2500.00,250.00,340265.85,5538659.47,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,707,2329,102,6,2525.00,250.00,340278.35,5538637.81,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,708,2352,103,6,2550.00,250.00,340290.84,5538616.16,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,709,2375,104,6,2575.00,250.00,340303.33,5538594.50,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,710,2398,105,6,2600.00,250.00,340315.82,5538572.85,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,711,2421,106,6,2625.00,250.00,340328.32,5538551.19,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,712,2444,107,6,2650.00,250.00,340340.81,5538529.54,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,713,2467,108,6,2675.00,250.00,340353.30,5538507.88,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,714,2490,109,6,2700.00,250.00,340365.80,5538486.23,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,715,2513,110,6,2725.00,250.00,340378.29,5538464.57,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,716,2536,111,6,2750.00,250.00,340390.78,5538442.92,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,717,2559,112,6,2775.00,250.00,340403.28,5538421.27,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,718,2582,113,6,2800.00,250.00,340415.77,5538399.61,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,719,2605,114,6,2825.00,250.00,340428.26,5538377.96,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,720,2628,115,6,2850.00,250.00,340440.76,5538356.30,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,721,2651,116,6,2875.00,250.00,340453.25,5538334.65,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,722,2674,117,6,2900.00,250.00,340465.74,5538312.99,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,723,2697,118,6,2925.00,250.00,340478.23,5538291.34,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,724,2720,119,6,2950.00,250.00,340490.73,5538269.68,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,725,2743,120,6,2975.00,250.00,340503.22,5538248.03,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,726,2766,121,6,3000.00,250.00,340515.71,5538226.37,70.60,2003.51,2742.91,3450.53,4089.08,4624.50,4970.25,5167.50,5348.91,5515.66,5515.66,5515.66
Q,727,7,1,7,0.00,300.00,339059.86,5540849.92,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,728,30,2,7,25.00,300.00,339072.35,5540828.26,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,729,53,3,7,50.00,300.00,339084.84,5540806.61,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,730,76,4,7,75.00,300.00,339097.33,5540784.95,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,731,99,5,7,100.00,300.00,339109.83,5540763.30,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,732,122,6,7,125.00,300.00,339122.32,5540741.64,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,733,145,7,7,150.00,300.00,339134.81,5540719.99,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,734,168,8,7,175.00,300.00,339147.31,5540698.33,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,735,191,9,7,200.00,300.00,339159.80,5540676.68,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,736,214,10,7,225.00,300.00,339172.29,5540655.02,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,737,237,11,7,250.00,300.00,339184.79,5540633.37,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,738,260,12,7,275.00,300.00,339197.28,5540611.72,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,739,283,13,7,300.00,300.00,339209.77,5540590.06,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,740,306,14,7,325.00,300.00,339222.27,5540568.41,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,741,329,15,7,350.00,300.00,339234.76,5540546.75,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,742,352,16,7,375.00,300.00,339247.25,5540525.10,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,743,375,17,7,400.00,300.00,339259.74,5540503.44,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,744,398,18,7,425.00,300.00,339272.24,5540481.79,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,745,421,19,7,450.00,300.00,339284.73,5540460.13,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,746,444,20,7,475.00,300.00,339297.22,5540438.48,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,747,467,21,7,500.00,300.00,339309.72,5540416.82,74.70,1489.84,1980.23,2499.54,3284.86,4043.95,4562.63,4852.94,5142.75,5432.14,5432.14,5432.14
Q,748,490,22,7,525.00,300.00,339322.21,5540395.17,74.80,1501.71,2000.90,2527.17,3302.00,4039.15,4539.31,4825.57,5111.15,5396.16,5402.28,5407.82
Q,749,513,23,7,550.00,300.00,339334.70,5540373.51,74.90,1513.87,2022.24,2555.74,3319.41,4034.36,4516.35,4798.66,5080.13,5360.88,5372.90,5383.82
Q,750,536,24,7,575.00,300.00,339347.20,5540351.86,75.00,1526.33,2044.28,2585.29,3337.10,4029.60,4493.73,4772.19,5049.67,5326.28,5344.00,5360.13
Q,751,559,25,7,600.00,300.00,339359.69,5540330.21,75.10,1539.10,2067.05,2615.90,3355.07,4024.85,4471.45,4746.16,5019.74,5292.34,5315.56,5336.76
Q,752,582,26,7,625.00,300.00,339372.18,5540308.55,75.20,1552.20,2090.60,2647.62,3373.33,4020.11,4449.49,4720.55,4990.35,5259.05,5287.57,5313.69
Q,753,605,27,7,650.00,300.00,339384.68,5540286.90,75.30,1565.63,2114.97,2680.53,3391.90,4015.39,4427.86,4695.34,4961.46,5226.37,5260.02,5290.91
Q,754,628,28,7,675.00,300.00,339397.17,5540265.24,75.40,1579.43,2140.22,2714.69,3410.78,4010.69,4406.54,4670.54,4933.07,5194.30,5232.89,5268.43
Q,755,651,29,7,700.00,300.00,339409.66,5540243.59,75.50,1593.59,2166.40,2750.19,3429.97,4006.01,4385.52,4646.13,4905.16,5162.81,5206.18,5246.23
Q,756,674,30,7,725.00,300.00,339422.15,5540221.93,75.60,1608.14,2193.55,2787.13,3449.50,4001.34,4364.80,4622.09,4877.72,5131.88,5179.87,5224.31
Q,757,697,31,7,750.00,300.00,339434.65,5540200.28,75.70,1623.10,2221.76,2825.59,3469.36,3996.69,4344.37,4598.43,4850.73,5101.51,5153.96,5202.66
Q,758,720,32,7,775.00,300.00,339447.14,5540178.62,75.80,1638.48,2251.08,2865.69,3489.57,3992.05,4324.23,4575.12,4824.19,5071.66,5128.43,5181.28
Q,759,743,33,7,800.00,300.00,339459.63,5540156.97,75.90,1654.31,2281.60,2907.54,3510.13,3987.43,4304.36,4552.17,4798.08,5042.34,5103.28,5160.16
Q,760,766,34,7,825.00,300.00,339472.13,5540135.31,76.00,1670.61,2313.39,2951.29,3531.07,3982.83,4284.77,4529.56,4772.39,5013.52,5078.49,5139.29
Q,761,789,35,7,850.00,300.00,339484.62,5540113.66,76.10,1687.40,2346.55,2997.07,3552.38,3978.24,4265.44,4507.28,4747.10,4985.19,5054.06,5118.68
Q,762,812,36,7,875.00,300.00,339497.11,5540092.00,76.20,1704.70,2381.17,3045.05,3574.08,3973.67,4246.37,4485.33,4722.22,4957.33,5029.98,5098.31
Q,763,835,37,7,900.00,300.00,339509.61,5540070.35,76.30,1722.55,2417.38,3095.42,3596.19,3969.11,4227.55,4463.69,4697.72,4929.93,5006.25,5078.19
Q,764,858,38,7,925.00,300.00,339522.10,5540048.70,76.40,1740.97,2455.28,3148.36,3618.71,3964.57,4208.98,4442.36,4673.60,4902.98,4982.84,5058.30
Q,765,881,39,7,950.00,300.00,339534.59,5540027.04,76.50,1760.00,2495.03,3204.12,3641.66,3960.05,4190.66,4421.34,4649.85,4876.47,4959.76,5038.64
Q,766,904,40,7,975.00,300.00,339547.09,5540005.39,76.60,1779.66,2536.78,3262.95,3665.05,3955.54,4172.57,4400.61,4626.45,4850.39,4937.00,5019.21
Q,767,927,41,7,1000.00,300.00,339559.58,5539983.73,76.70,1800.00,2580.69,3325.15,3688.90,3951.05,4154.71,4380.18,4603.41,4824.72,4914.55,5000.00
Q,768,950,42,7,1025.00,300.00,339572.07,5539962.08,76.80,1800.00,2583.37,3329.62,3689.46,3949.84,4154.41,4381.37,4606.08,4828.88,4916.63,5000.00
Q,769,973,43,7,1050.00,300.00,339584.56,5539940.42,76.90,1800.00,2586.05,3334.10,3690.02,3948.65,4154.12,4382.56,4608.77,4833.05,4918.72,5000.00
Q,770,996,44,7,1075.00,300.00,339597.06,5539918.77,77.00,1800.00,2588.75,3338.60,3690.58,3947.45,4153.82,4383.75,4611.45,4837.23,4920.81,5000.00
Q,771,1019,45,7,1100.00,300.00,339609.55,5539897.11,77.10,1800.00,2591.45,3343.13,3691.14,3946.25,4153.52,4384.94,4614.14,4841.42,4922.90,5000.00
Q,772,1042,46,7,1125.00,300.00,339622.04,5539875.46,77.20,1800.00,2594.16,3347.67,3691.71,3945.05,4153.22,4386.14,4616.84,4845.63,4924.99,5000.00
Q,773,1065,47,7,1150.00,300.00,339634.54,5539853.80,77.30,1800.00,2596.88,3352.22,3692.27,3943.86,4152.93,4387.33,4619.54,4849.84,4927.09,5000.00
Q,774,1088,48,7,1175.00,300.00,339647.03,5539832.15,77.40,1800.00,2599.61,3356.80,3692.83,3942.66,4152.63,4388.53,4622.25,4854.06,4929.19,5000.00
Q,775,1111,49,7,1200.00,300.00,339659.52,5539810.49,77.50,1800.00,2602.34,3361.40,3693.39,3941.47,4152.33,4389.73,4624.96,4858.30,4931.29,5000.00
Q,776,1134,50,7,1225.00,300.00,339672.02,5539788.84,77.60,1800.00,2605.09,3366.01,3693.96,3940.28,4152.03,4390.93,4627.67,4862.55,4933.39,5000.00
Q,777,1157,51,7,1250.00,300.00,339684.51,5539767.18,77.70,1800.00,2607.84,3370.65,3694.52,3939.09,4151.74,4392.13,4630.39,4866.81,4935.50,5000.00
Q,778,1180,52,7,1275.00,300.00,339697.00,5539745.53,77.80,1800.00,2610.60,3375.30,3695.08,3937.90,4151.44,4393.33,4633.12,4871.08,4937.61,5000.00
Q,779,1203,53,7,1300.00,300.00,339709.49,5539723.88,77.90,1800.00,2613.37,3379.97,3695.65,3936.71,4151.14,4394.53,4635.85,4875.36,4939.72,5000.00
Q,780,1226,54,7,1325.00,300.00,339721.99,5539702.22,78.00,1800.00,2616.15,3384.66,3696.21,3935.52,4150.85,4395.73,4638.58,4879.65,4941.84,5000.00
Q,781,1249,55,7,1350.00,300.00,339734.48,5539680.57,78.10,1800.00,2618.94,3389.38,3696.77,3934.33,4150.55,4396.93,4641.32,4883.95,4943.96,5000.00
Q,782,1272,56,7,1375.00,300.00,339746.97,5539658.91,78.20,1800.00,2621.74,3394.11,3697.34,3933.15,4150.25,4398.14,4644.06,4888.27,4946.08,5000.00
Q,783,1295,57,7,1400.00,300.00,339759.47,5539637.26,78.30,1800.00,2624.55,3398.86,3697.90,3931.96,4149.96,4399.34,4646.81,4892.59,4948.20,5000.00
Q,784,1318,58,7,1425.00,300.00,339771.96,5539615.60,78.40,1800.00,2627.36,3403.63,3698.47,3930.78,4149.66,4400.55,4649.57,4896.93,4950.33,5000.00
Q,785,1341,59,7,1450.00,300.00,339784.45,5539593.95,78.50,1800.00,2630.19,3408.42,3699.03,3929.60,4149.36,4401.76,4652.32,4901.28,4952.46,5000.00
Q,786,1364,60,7,1475.00,300.00,339796.95,5539572.29,78.60,1800.00,2633.02,3413.23,3699.60,3928.41,4149.07,4402.97,4655.09,4905.64,4954.59,5000.00
Q,787,1387,61,7,1500.00,300.00,339809.44,5539550.64,78.70,1800.00,2635.87,3418.06,3700.17,3927.23,4148.77,4404.17,4657.86,4910.01,4956.72,5000.00
Q,788,1410,62,7,1525.00,300.00,339821.93,5539528.98,78.80,1800.00,2638.72,3422.92,3700.73,3926.05,4148.47,4405.38,4660.63,4914.40,4958.86,5000.00
Q,789,1433,63,7,1550.00,300.00,339834.43,5539507.33,78.90,1800.00,2641.58,3427.79,3701.30,3924.88,4148.18,4406.60,4663.41,4918.79,4961.00,5000.00
Q,790,1456,64,7,1575.00,300.00,339846.92,5539485.67,79.00,1800.00,2644.45,3432.68,3701.87,3923.70,4147.88,4407.81,4666.19,4923.20,4963.14,5000.00
Q,791,1479,65,7,1600.00,300.00,339859.41,5539464.02,79.10,1800.00,2647.33,3437.60,3702.43,3922.52,4147.59,4409.02,4668.98,4927.62,4965.29,5000.00
Q,792,1502,66,7,1625.00,300.00,339871.90,5539442.37,79.20,1800.00,2650.22,3442.54,3703.00,3921.35,4147.29,4410.24,4671.77,4932.05,4967.44,5000.00
Q,793,1525,67,7,1650.00,300.00,339884.40,5539420.71,79.30,1800.00,2653.12,3447.49,3703.57,3920.17,4146.99,4411.45,4674.57,4936.50,4969.59,5000.00
Q,794,1548,68,7,1675.00,300.00,339896.89,5539399.06,79.40,1800.00,2656.03,3452.47,3704.13,3919.00,4146.70,4412.67,4677.38,4940.95,4971.74,5000.00
Q,795,1571,69,7,1700.00,300.00,339909.38,5539377.40,79.50,1800.00,2658.95,3457.47,3704.70,3917.83,4146.40,4413.88,4680.18,4945.42,4973.90,5000.00
Q,796,1594,70,7,1725.00,300.00,339921.88,5539355.75,79.60,1800.00,2661.88,3462.50,3705.27,3916.66,4146.11,4415.10,4683.00,4949.90,4976.06,5000.00
Q,797,1617,71,7,1750.00,300.00,339934.37,5539334.09,79.70,1800.00,2664.81,3467.54,3705.84,3915.49,4145.81,4416.32,4685.82,4954.39,4978.22,5000.00
Q,798,1640,72,7,1775.00,300.00,339946.86,5539312.44,79.80,1800.00,2667.76,3472.61,3706.41,3914.32,4145.52,4417.54,4688.64,4958.90,4980.39,5000.00
Q,799,1663,73,7,1800.00,300.00,339959.36,5539290.78,79.90,1800.00,2670.72,3477.70,3706.98,3913.15,4145.22,4418.76,4691.47,4963.42,4982.55,5000.00
Q,800,1686,74,7,1825.00,300.00,339971.85,5539269.13,80.00,1800.00,2673.69,3482.81,3707.55,3911.98,4144.92,4419.99,4694.30,4967.94,4984.72,5000.00
Q,801,1709,75,7,1850.00,300.00,339984.34,5539247.47,80.10,1800.00,2676.66,3487.94,3708.12,3910.82,4144.63,4421.21,4697.14,4972.49,4986.90,5000.00
Q,802,1732,76,7,1875.00,300.00,339996.84,5539225.82,80.20,1800.00,2679.65,3493.10,3708.69,3909.65,4144.33,4422.43,4699.99,4977.04,4989.07,5000.00
Q,803,1755,77,7,1900.00,300.00,340009.33,5539204.16,80.30,1800.00,2682.65,3498.28,3709.26,3908.49,4144.04,4423.66,4702.84,4981.61,4991.25,5000.00
Q,804,1778,78,7,1925.00,300.00,340021.82,5539182.51,80.40,1800.00,2685.65,3503.48,3709.83,3907.33,4143.74,4424.89,4705.69,4986.19,4993.44,5000.00
Q,805,1801,79,7,1950.00,300.00,340034.31,5539160.85,80.50,1800.00,2688.67,3508.71,3710.40,3906.17,4143.45,4426.11,4708.55,4990.78,4995.62,5000.00
Q,806,1824,80,7,1975.00,300.00,340046.81,5539139.20,80.60,1800.00,2691.70,3513.96,3710.97,3905.01,4143.15,4427.34,4711.42,4995.38,4997.81,5000.00
Q,807,1847,81,7,2000.00,300.00,340059.30,5539117.55,80.70,1800.00,2694.74,3519.23,3711.54,3903.85,4142.86,4428.57,4714.29,5000.00,5000.00,5000.00
Q,808,1870,82,7,2025.00,300.00,340071.79,5539095.89,80.80,1807.48,2696.75,3516.20,3725.63,3928.11,4170.22,4453.99,4737.00,5019.21,5019.21,5019.21
Q,809,1893,83,7,2050.00,300.00,340084.29,5539074.24,80.90,1815.06,2698.77,3513.18,3739.88,3952.83,4198.14,4479.85,4760.04,5038.64,5038.64,5038.64
Q,810,1916,84,7,2075.00,300.00,340096.78,5539052.58,81.00,1822.74,2700.79,3510.17,3754.29,3978.03,4226.62,4506.16,4783.43,5058.30,5058.30,5058.30
Q,811,1939,85,7,2100.00,300.00,340109.27,5539030.93,81.10,1830.51,2702.82,3507.16,3768.87,4003.71,4255.69,4532.95,4807.16,5078.19,5078.19,5078.19
Q,812,1962,86,7,2125.00,300.00,340121.77,5539009.27,81.20,1838.38,2704.85,3504.16,3783.63,4029.90,4285.37,4560.21,4831.24,5098.31,5098.31,5098.31
Q,813,1985,87,7,2150.00,300.00,340134.26,5538987.62,81.30,1846.36,2706.88,3501.17,3798.56,4056.61,4315.68,4587.98,4855.70,5118.68,5118.68,5118.68
Q,814,2008,88,7,2175.00,300.00,340146.75,5538965.96,81.40,1854.44,2708.92,3498.19,3813.66,4083.86,4346.64,4616.26,4880.53,5139.29,5139.29,5139.29
Q,815,2031,89,7,2200.00,300.00,340159.25,5538944.31,81.50,1862.63,2710.97,3495.22,3828.95,4111.66,4378.28,4645.07,4905.74,5160.16,5160.16,5160.16
Q,816,2054,90,7,2225.00,300.00,340171.74,5538922.65,81.60,1870.92,2713.02,3492.25,3844.42,4140.04,4410.61,4674.42,4931.35,5181.28,5181.28,5181.28
Q,817,2077,91,7,2250.00,300.00,340184.23,5538901.00,81.70,1879.33,2715.07,3489.29,3860.09,4169.02,4443.68,4704.34,4957.36,5202.66,5202.66,5202.66
Q,818,2100,92,7,2275.00,300.00,340196.72,5538879.34,81.80,1887.86,2717.13,3486.34,3875.94,4198.61,4477.50,4734.84,4983.79,5224.31,5224.31,5224.31
Q,819,2123,93,7,2300.00,300.00,340209.22,5538857.69,81.90,1896.50,2719.19,3483.39,3892.00,4228.84,4512.10,4765.94,5010.65,5246.23,5246.23,5246.23
Q,820,2146,94,7,2325.00,300.00,340221.71,5538836.04,82.00,1905.26,2721.26,3480.45,3908.25,4259.73,4547.52,4797.66,5037.95,5268.43,5268.43,5268.43
Q,821,2169,95,7,2350.00,300.00,340234.20,5538814.38,82.10,1914.14,2723.33,3477.52,3924.71,4291.31,4583.79,4830.03,5065.70,5290.91,5290.91,5290.91
Q,822,2192,96,7,2375.00,300.00,340246.70,5538792.73,82.20,1923.15,2725.41,3474.60,3941.38,4323.61,4620.94,4863.06,5093.91,5313.69,5313.69,5313.69
Q,823,2215,97,7,2400.00,300.00,340259.19,5538771.07,82.30,1932.28,2727.49,3471.68,3958.26,4356.64,4659.01,4896.77,5122.59,5336.76,5336.76,5336.76
Q,824,2238,98,7,2425.00,300.00,340271.68,5538749.42,82.40,1941.55,2729.58,3468.78,3975.36,4390.44,4698.03,4931.20,5151.77,5360.13,5360.13,5360.13
Q,825,2261,99,7,2450.00,300.00,340284.18,5538727.76,82.50,1950.95,2731.67,3465.88,3992.69,4425.05,4738.05,4966.36,5181.45,5383.82,5383.82,5383.82
Q,826,2284,100,7,2475.00,300.00,340296.67,5538706.11,82.60,1960.49,2733.77,3462.98,4010.24,4460.48,4779.11,5002.29,5211.65,5407.82,5407.82,5407.82
Q,827,2307,101,7,2500.00,300.00,340309.16,5538684.45,82.70,1970.17,2735.87,3460.10,4028.03,4496.78,4821.26,5039.00,5242.39,5432.14,5432.14,5432.14
Q,828,2330,102,7,2525.00,300.00,340321.65,5538662.80,82.70,1970.17,2735.87,3460.10,4028.03,4496.78,4821.26,5039.00,5242.39,5432.14,5432.14,5432.14
Q,829,2353,103,7,2550.00,300.00,340334.15,5538641.14,82.70,1970.17,2735.87,3460.10,4028.03,4496.78,4821.26,5039.00,5242.39,5432.14,5432.14,5432.14
Q,830,2376,104,7,2575.00,300.00,340346.64,5538619.49,82.70,1970.17,2735.87,3460.10,4028.03,4496.78,4821.26,5039.00,5242.39,5432.14,5432.14,5432.14
Q,831,2399,105,7,2600.00,300.00,340359.13,5538597.83,82.70,1970.17,2735.87,3460.10,4028.03,4496.78,4821.26,5039.00,5242.39,5432.14,5432.14,5432.14
