C_SU_MATCH,grnors,gaps,,,,,,,
Q,800,146,-44.6,0,0,0,340691.9,5539171.5,22.3
Q,800,147,-41.8,0,0,0,340719,5539127.5,20.9
Q,800,148,-39,0,0,0,340744.7,5539083.7,19.5
Q,800,149,-36.2,0,0,0,340772.9,5539041.1,18.1
Q,800,150,-33.2,0,0,0,340799.5,5538996.2,16.6
Q,800,151,-30.4,0,0,0,340826.6,5538952.6,15.2
Q,800,152,-27.4,0,0,0,340851.2,5538909.9,13.7
Q,800,153,-24.4,0,0,0,340879.2,5538865.3,12.2
Q,800,154,-21.2,0,0,0,340906.9,5538822.8,10.6
Q,800,155,-18.2,0,0,0,340932.5,5538779.2,9.1
Q,900,101,-140.8,0,0,0,339562.7,5541167.2,70.4
Q,900,102,-139,0,0,0,339589.3,5541123.9,69.5
Q,900,103,-137.2,0,0,0,339614.8,5541081,68.6
Q,900,104,-135.2,0,0,0,339642.4,5541038.8,67.6
Q,900,105,-133.4,0,0,0,339669.2,5540995,66.7
Q,900,106,-131.4,0,0,0,339697.9,5540952.1,65.7
Q,900,107,-129.6,0,0,0,339722.1,5540909.8,64.8
Q,900,108,-127.6,0,0,0,339751.8,5540866.4,63.8
Q,900,109,-154,0,0,0,339777.4,5540836.9,77
Q,900,110,-123.8,0,0,0,339805.5,5540780.2,61.9
Q,900,111,-121.8,0,0,0,339830,5540736.8,60.9
Q,900,112,-119.8,0,0,0,339857.1,5540694.3,59.9
Q,900,113,-117.8,0,0,0,339886.5,5540651.8,58.9
Q,900,114,-115.8,0,0,0,339913,5540608.2,57.9
Q,900,115,-113.8,0,0,0,339938.4,5540565,56.9
Q,900,116,-111.8,0,0,0,339967.3,5540522.4,55.9
Q,900,117,-109.6,0,0,0,339993.8,5540478.5,54.8
Q,900,118,-107.6,0,0,0,340021.6,5540435.6,53.8
Q,900,119,-105.6,0,0,0,340045.6,5540392.1,52.8
Q,900,120,-103.4,0,0,0,340073.3,5540348.4,51.7
Q,900,121,-101.2,0,0,0,340101.1,5540305.2,50.6
Q,900,122,-99.2,0,0,0,340127.9,5540262.1,49.6
Q,900,123,-97,0,0,0,340153.8,5540219.8,48.5
Q,900,124,-94.8,0,0,0,340180.7,5540177.2,47.4
Q,900,125,-92.6,0,0,0,340209.7,5540133,46.3
Q,900,126,-90.4,0,0,0,340236,5540089.2,45.2
Q,900,127,-88.2,0,0,0,340262.6,5540047.3,44.1
Q,900,128,-86,0,0,0,340289.2,5540004.3,43
Q,900,129,-83.8,0,0,0,340315.8,5539961.4,41.9
Q,900,130,-81.4,0,0,0,340343.5,5539917.5,40.7
Q,900,131,-79.2,0,0,0,340371.3,5539873,39.6
Q,900,132,-76.8,0,0,0,340396.7,5539830.5,38.4
Q,900,133,-74.4,0,0,0,340424,5539787.5,37.2
Q,900,134,-72,0,0,0,340450.5,5539743.3,36
Q,900,135,-69.6,0,0,0,340478.5,5539701.5,34.8
Q,900,136,-67.2,0,0,0,340506.8,5539657.8,33.6
Q,900,137,-64.8,0,0,0,340532.9,5539614.8,32.4
Q,900,138,-62.2,0,0,0,340558.4,5539570.4,31.1
Q,900,139,-59.8,0,0,0,340585.6,5539528,29.9
Q,900,140,-57.2,0,0,0,340613.8,5539484.9,28.6
Q,900,141,-54.6,0,0,0,340640.3,5539439.5,27.3
Q,900,142,-52,0,0,0,340668.3,5539397.4,26
Q,900,143,-49.4,0,0,0,340694.2,5539352.9,24.7
Q,900,144,-46.8,0,0,0,340722.3,5539311.1,23.4
Q,900,145,-44,0,0,0,340748.9,5539266,22
Q,900,146,-41.4,0,0,0,340774.8,5539222.9,20.7
Q,900,147,-38.6,0,0,0,340803.4,5539180.7,19.3
Q,900,148,-35.8,0,0,0,340830.2,5539136.2,17.9
Q,900,149,-33,0,0,0,340854.8,5539092.5,16.5
Q,900,150,-30,0,0,0,340883.7,5539049.3,15
Q,900,151,-27,0,0,0,340911.2,5539005.8,13.5
Q,900,152,-24,0,0,0,340935.7,5538962.6,12
Q,900,153,-21,0,0,0,340962.6,5538919.3,10.5
Q,900,154,-18,0,0,0,340989.3,5538874.3,9
Q,900,155,-14.8,0,0,0,341017.8,5538831.3,7.4
Q,1000,101,-138.4,0,0,0,339644.9,5541219.6,69.2
Q,1000,102,-136.4,0,0,0,339672.4,5541177.9,68.2
Q,1000,103,-134.6,0,0,0,339700.5,5541133.5,67.3
Q,1000,104,-132.8,0,0,0,339726.2,5541091.3,66.4
Q,1000,105,-130.8,0,0,0,339754.6,5541047.5,65.4
Q,1000,106,-128.8,0,0,0,339781,5541005.6,64.4
Q,1000,107,-127,0,0,0,339807.8,5540961.3,63.5
Q,1000,108,-125,0,0,0,339833.6,5540919.9,62.5
Q,1000,109,-123,0,0,0,339860.4,5540876.3,61.5
Q,1000,110,-121.2,0,0,0,339888.6,5540832.6,60.6
Q,1000,111,-119.2,0,0,0,339914.8,5540789.6,59.6
Q,1000,112,-117.2,0,0,0,339941.3,5540747.2,58.6
Q,1000,113,-154,0,0,0,339970.5,5540723.7,77
Q,1000,114,-113.2,0,0,0,339996.2,5540661.1,56.6
Q,1000,115,-111,0,0,0,340023.4,5540618.3,55.5
Q,1000,116,-109,0,0,0,340049,5540574.6,54.5
Q,1000,117,-107,0,0,0,340075.8,5540531.1,53.5
Q,1000,118,-104.8,0,0,0,340105.3,5540487.2,52.4
Q,1000,119,-102.8,0,0,0,340131.2,5540445.4,51.4
Q,1000,120,-100.6,0,0,0,340158.2,5540402.1,50.3
Q,1000,121,-98.6,0,0,0,340185.3,5540359.1,49.3
Q,1000,122,-96.4,0,0,0,340211.9,5540315.1,48.2
Q,1000,123,-94.2,0,0,0,340240,5540271.8,47.1
Q,1000,124,-92,0,0,0,340266.6,5540229.5,46
Q,1000,125,-89.8,0,0,0,340292.2,5540185,44.9
Q,1000,126,-87.6,0,0,0,340319,5540142.8,43.8
Q,1000,127,-85.4,0,0,0,340348.1,5540099.3,42.7
Q,1000,128,-83,0,0,0,340374.6,5540055.2,41.5
Q,1000,129,-80.8,0,0,0,340399.6,5540012.1,40.4
Q,1000,130,-78.4,0,0,0,340427.4,5539968.9,39.2
Q,1000,131,-76.2,0,0,0,340454.2,5539926.6,38.1
Q,1000,132,-73.8,0,0,0,340482.6,5539882.4,36.9
Q,1000,133,-88,0,0,0,340508.3,5539847.5,44
Q,1000,134,-69,0,0,0,340536,5539796.7,34.5
Q,1000,135,-66.6,0,0,0,340561.2,5539752.6,33.3
Q,1000,136,-64.2,0,0,0,340588.6,5539708.8,32.1
Q,1000,137,-61.6,0,0,0,340617.2,5539665.8,30.8
Q,1000,138,-59.2,0,0,0,340643.5,5539622.4,29.6
Q,1000,139,-56.6,0,0,0,340671.7,5539579.9,28.3
Q,1000,140,-54,0,0,0,340697.1,5539536,27
Q,1000,141,-51.4,0,0,0,340725.9,5539493.5,25.7
Q,1000,142,-48.8,0,0,0,340749.9,5539448.9,24.4
Q,1000,143,-46.2,0,0,0,340777.8,5539407,23.1
Q,1000,144,-43.4,0,0,0,340806.4,5539361.9,21.7
Q,1000,145,-40.8,0,0,0,340830.9,5539319.6,20.4
Q,1000,146,-38,0,0,0,340858.1,5539274.7,19
Q,1000,147,-35.2,0,0,0,340885.5,5539232.8,17.6
Q,1000,148,-32.4,0,0,0,340912.8,5539188.3,16.2
Q,1000,149,-29.4,0,0,0,340939.8,5539145.6,14.7
Q,1000,150,-26.6,0,0,0,340966.8,5539100.5,13.3
Q,1000,151,-23.6,0,0,0,340994.5,5539057.1,11.8
Q,1000,152,-20.6,0,0,0,341020.1,5539013.6,10.3
Q,1000,153,-17.4,0,0,0,341047.5,5538971.3,8.7
Q,1000,154,-14.4,0,0,0,341074.3,5538926.7,7.2
Q,1000,155,-11.2,0,0,0,341100.8,5538882.7,5.6
